budget,imdb_score,Count
19800000,6.6,1
20000000,6.6,7
21000000,6.6,1
22000000,6.6,3
23000000,6.6,1
24000000,6.6,1
25000000,6.6,8
26000000,6.6,1
27000000,6.6,3
27500000,6.6,1
28000000,6.6,3
30000000,6.6,5
32000000,6.6,2
33000000,6.6,1
35000000,6.6,6
38000000,6.6,1
40000000,6.6,4
42000000,6.6,1
43000000,6.6,1
44000000,6.6,1
46000000,6.6,1
50000000,6.6,7
50100000,6.6,1
52000000,6.6,2
55000000,6.6,3
60000000,6.6,4
62000000,6.6,1
63000000,6.6,1
65000000,6.6,1
70000000,6.6,2
73000000,6.6,1
75000000,6.6,2
80000000,6.6,5
85000000,6.6,2
90000000,6.6,2
95000000,6.6,1
100000000,6.6,1
105000000,6.6,1
115000000,6.6,1
125000000,6.6,1
130000000,6.6,2
140000000,6.6,2
155000000,6.6,1
160000000,6.6,1
165000000,6.6,1
180000000,6.6,2
200000000,6.6,2
225000000,6.6,1
263700000,6.6,1
400000000,6.6,1
NULL,6.7,18
10000,6.7,1
27000,6.7,1
100000,6.7,1
125000,6.7,1
200000,6.7,1
210000,6.7,1
250000,6.7,2
300000,6.7,1
312000,6.7,1
500000,6.7,1
900000,6.7,1
1000000,6.7,5
1400000,6.7,1
1500000,6.7,2
2000000,6.7,2
2100000,6.7,1
2500000,6.7,1
3000000,6.7,1
3400000,6.7,1
3500159,6.7,1
4000000,6.7,4
4400000,6.7,1
4500000,6.7,1
4700000,6.7,1
5000000,6.7,3
6000000,6.7,4
6500000,6.7,1
7000000,6.7,2
7200000,6.7,1
7500000,6.7,1
8000000,6.7,2
8500000,6.7,2
9000000,6.7,2
9300000,6.7,1
9600000,6.7,1
10000000,6.7,6
10500000,6.7,1
11000000,6.7,1
12000000,6.7,1
13000000,6.7,3
14000000,6.7,4
15000000,6.7,5
16000000,6.7,4
17000000,6.7,3
18000000,6.7,5
19000000,6.7,1
19430000,6.7,1
20000000,6.7,12
21000000,6.7,2
22000000,6.7,2
23000000,6.7,3
24000000,6.7,1
25000000,6.7,3
26000000,6.7,2
27000000,6.7,1
28000000,6.7,3
30000000,6.7,8
32000000,6.7,2
33000000,6.7,1
35000000,6.7,3
36000000,6.7,1
38000000,6.7,4
40000000,6.7,3
45000000,6.7,1
48000000,6.7,1
50000000,6.7,7
54000000,6.7,1
55000000,6.7,2
58000000,6.7,1
60000000,6.7,7
61000000,6.7,1
65000000,6.7,5
70000000,6.7,1
72000000,6.7,1
75000000,6.7,4
80000000,6.7,3
81000000,6.7,1
84000000,6.7,1
85000000,6.7,2
92000000,6.7,1
100000000,6.7,4
105000000,6.7,1
110000000,6.7,1
115000000,6.7,1
120000000,6.7,1
125000000,6.7,2
130000000,6.7,1
132000000,6.7,1
135000000,6.7,3
149000000,6.7,1
150000000,6.7,5
200000000,6.7,3
250000000,6.7,1
NULL,6.8,19
100000,6.8,1
200000,6.8,1
350000,6.8,1
450000,6.8,1
500000,6.8,3
780000,6.8,1
1000000,6.8,6
1100000,6.8,1
1500000,6.8,4
1700000,6.8,1
1800000,6.8,1
2000000,6.8,3
2200000,6.8,1
2400000,6.8,1
2500000,6.8,1
2800000,6.8,1
3000000,6.8,2
3500000,6.8,3
3800000,6.8,1
4000000,6.8,1
4490375,6.8,1
5000000,6.8,6
6500000,6.8,2
7000000,6.8,5
7500000,6.8,1
8000000,6.8,3
8200000,6.8,1
9000000,6.8,4
10000000,6.8,4
11000000,6.8,3
12000000,6.8,5
12620000,6.8,1
13000000,6.8,4
14500000,6.8,1
15000000,6.8,3
15500000,6.8,1
16500000,6.8,1
17000000,6.8,1
18000000,6.8,1
19000000,6.8,2
20000000,6.8,6
21000000,6.8,1
22000000,6.8,2
23000000,6.8,1
25000000,6.8,7
26000000,6.8,1
27000000,6.8,1
27500000,6.8,1
28000000,6.8,1
30000000,6.8,6
31000000,6.8,1
32500000,6.8,1
33000000,6.8,1
34000000,6.8,1
35000000,6.8,6
36000000,6.8,1
38000000,6.8,1
40000000,6.8,2
42000000,6.8,1
44000000,6.8,1
45000000,6.8,2
48000000,6.8,2
50000000,6.8,2
54000000,6.8,1
55000000,6.8,3
60000000,6.8,1
62000000,6.8,1
66000000,6.8,1
68000000,6.8,1
70000000,6.8,1
75000000,6.8,3
80000000,6.8,1
85000000,6.8,1
100000000,6.8,4
107000000,6.8,1
120000000,6.8,1
140000000,6.8,1
150000000,6.8,1
170000000,6.8,2
200000000,6.8,1
210000000,6.8,1
225000000,6.8,1
245000000,6.8,1
NULL,6.9,14
4500,6.9,1
7000,6.9,1
20000,6.9,1
200000,6.9,1
250000,6.9,1
300000,6.9,1
400000,6.9,2
500000,6.9,1
650000,6.9,1
750000,6.9,1
1000000,6.9,2
1400000,6.9,1
1500000,6.9,1
1900000,6.9,1
2000000,6.9,3
2500000,6.9,2
2686585,6.9,1
3000000,6.9,1
3300000,6.9,1
3800000,6.9,1
4000000,6.9,2
4900000,6.9,1
5000000,6.9,2
5600000,6.9,1
6000000,6.9,2
6500000,6.9,1
7000000,6.9,3
7217600,6.9,1
7500000,6.9,2
7900000,6.9,1
8000000,6.9,7
8500000,6.9,1
9000000,6.9,2
9500000,6.9,1
10000000,6.9,7
10500000,6.9,1
11000000,6.9,3
12000000,6.9,4
12500000,6.9,1
13500000,6.9,1
14000000,6.9,4
15000000,6.9,5
17000000,6.9,1
18000000,6.9,2
20000000,6.9,7
21000000,6.9,1
22000000,6.9,1
23000000,6.9,1
24000000,6.9,1
25000000,6.9,4
26000000,6.9,2
27000000,6.9,1
28000000,6.9,4
30000000,6.9,6
30250000,6.9,1
31000000,6.9,1
32000000,6.9,3
33000000,6.9,1
35000000,6.9,5
36000000,6.9,1
37000000,6.9,1
38000000,6.9,1
40000000,6.9,2
45000000,6.9,2
48000000,6.9,1
49000000,6.9,1
50000000,6.9,2
55000000,6.9,1
60000000,6.9,1
62000000,6.9,1
65000000,6.9,2
68000000,6.9,1
72000000,6.9,1
75000000,6.9,2
80000000,6.9,2
85000000,6.9,2
90000000,6.9,1
95000000,6.9,1
100000000,6.9,3
126000000,6.9,2
140000000,6.9,1
145000000,6.9,2
150000000,6.9,2
175000000,6.9,1
180000000,6.9,1
250000000,6.9,1
2127519898,6.9,1
NULL,7,15
7000,7,1
24000,7,1
40000,7,1
100000,7,2
120000,7,2
150000,7,1
200000,7,2
225000,7,1
250000,7,1
375000,7,1
500000,7,1
550000,7,1
750000,7,2
1000000,7,4
1100000,7,1
1300000,7,1
1500000,7,1
1600000,7,1
1800000,7,1
2000000,7,4
2295429,7,1
2500000,7,1
2627000,7,1
2650000,7,1
3000000,7,2
3200000,7,1
3500000,7,2
3768785,7,1
4000000,7,1
5000000,7,6
6000000,7,4
6400000,7,1
6800000,7,1
7000000,7,2
8000000,7,2
8500000,7,1
9000000,7,2
9500000,7,1
10000000,7,4
11000000,7,1
12000000,7,7
12500000,7,1
13000000,7,1
13800000,7,1
14000000,7,1
15000000,7,4
16000000,7,1
17000000,7,2
19900000,7,1
20000000,7,12
22000000,7,2
25000000,7,4
26000000,7,1
27000000,7,1
28000000,7,1
30000000,7,9
31115000,7,1
32000000,7,1
36000000,7,1
37000000,7,2
39000000,7,1
39200000,7,1
40000000,7,3
41000000,7,1
42000000,7,1
45000000,7,3
48000000,7,1
50000000,7,5
53000000,7,1
55000000,7,1
60000000,7,4
66000000,7,1
70000000,7,2
80000000,7,3
85000000,7,2
90000000,7,2
92000000,7,2
95000000,7,2
100000000,7,3
120000000,7,1
130000000,7,1
150000000,7,2
180000000,7,1
190000000,7,2
200000000,7,1
230000000,7,1
12215500000,7,1
NULL,7.1,19
23000,7.1,1
34000,7.1,1
150000,7.1,1
200000,7.1,1
250000,7.1,1
300000,7.1,1
400000,7.1,1
450000,7.1,1
500000,7.1,1
913000,7.1,1
950000,7.1,1
1000000,7.1,2
1066167,7.1,1
1200000,7.1,2
1250000,7.1,2
1614000,7.1,1
1900000,7.1,1
2000000,7.1,2
2200000,7.1,1
2500000,7.1,4
2700000,7.1,1
3500000,7.1,2
3700000,7.1,1
4000000,7.1,3
4500000,7.1,2
5000000,7.1,5
5500000,7.1,1
6000000,7.1,1
6500000,7.1,1
7000000,7.1,2
7400000,7.1,1
7500000,7.1,1
8000000,7.1,4
8700000,7.1,1
9000000,7.1,3
10000000,7.1,3
11000000,7.1,3
12000000,7.1,5
12500000,7.1,1
13000000,7.1,3
14000000,7.1,1
15000000,7.1,4
16500000,7.1,1
17000000,7.1,1
18000000,7.1,5
20000000,7.1,5
22500000,7.1,1
22700000,7.1,1
23000000,7.1,2
25000000,7.1,2
26000000,7.1,3
28000000,7.1,1
29000000,7.1,3
30000000,7.1,8
32000000,7.1,2
33000000,7.1,1
34000000,7.1,1
35000000,7.1,5
39000000,7.1,1
40000000,7.1,4
45000000,7.1,2
48000000,7.1,1
50000000,7.1,5
50200000,7.1,1
55000000,7.1,1
58000000,7.1,1
59660000,7.1,1
60000000,7.1,1
65000000,7.1,1
70000000,7.1,4
75000000,7.1,3
80000000,7.1,1
85000000,7.1,2
90000000,7.1,2
100000000,7.1,2
105000000,7.1,1
110000000,7.1,2
120000000,7.1,2
140000000,7.1,1
150000000,7.1,1
170000000,7.1,1
200000000,7.1,1
300000000,7.1,1
2500000000,7.1,1
NULL,7.2,21
218,7.2,1
125000,7.2,1
200000,7.2,2
250000,7.2,1
300000,7.2,1
450000,7.2,1
500000,7.2,1
560000,7.2,1
700000,7.2,2
800000,7.2,4
850000,7.2,1
1000000,7.2,6
1200000,7.2,3
1300000,7.2,2
1500000,7.2,1
1600000,7.2,1
1900000,7.2,1
2000000,7.2,3
2100000,7.2,1
2200000,7.2,1
2500000,7.2,1
2600000,7.2,1
3000000,7.2,2
3200000,7.2,1
3500000,7.2,5
3850000,7.2,1
4000000,7.2,1
4500000,7.2,1
4600000,7.2,1
4825000,7.2,1
5000000,7.2,5
5500000,7.2,1
6000000,7.2,7
6500000,7.2,2
7000000,7.2,1
7200000,7.2,1
7300000,7.2,1
7500000,7.2,1
7623000,7.2,1
8000000,7.2,4
8700000,7.2,1
10000000,7.2,6
11000000,7.2,2
12000000,7.2,1
14000000,7.2,1
15000000,7.2,5
15500000,7.2,1
16000000,7.2,5
17000000,7.2,2
18000000,7.2,3
20000000,7.2,3
21000000,7.2,1
21500000,7.2,1
23000000,7.2,2
24000000,7.2,2
25000000,7.2,5
26000000,7.2,2
27000000,7.2,1
28000000,7.2,1
30000000,7.2,8
31000000,7.2,1
32000000,7.2,1
35000000,7.2,2
36000000,7.2,2
38000000,7.2,1
40000000,7.2,2
42000000,7.2,1
45000000,7.2,2
46000000,7.2,1
55000000,7.2,2
58000000,7.2,1
61000000,7.2,1
65000000,7.2,2
66000000,7.2,1
70000000,7.2,1
75000000,7.2,1
78000000,7.2,1
79000000,7.2,1
80000000,7.2,1
99000000,7.2,1
105000000,7.2,1
110000000,7.2,1
115000000,7.2,1
120000000,7.2,2
130000000,7.2,1
135000000,7.2,1
145000000,7.2,1
150000000,7.2,4
175000000,7.2,1
185000000,7.2,1
190000000,7.2,1
200000000,7.2,1
207000000,7.2,3
225000000,7.2,1
700000000,7.2,1
NULL,7.3,26
25000,7.3,1
50000,7.3,1
65000,7.3,1
250000,7.3,1
365000,7.3,1
500000,7.3,3
850000,7.3,1
1000000,7.3,1
1100000,7.3,1
1200000,7.3,1
1500000,7.3,1
1800000,7.3,2
2000000,7.3,1
2300000,7.3,2
2900000,7.3,1
3000000,7.3,2
3500000,7.3,2
3716946,7.3,1
4000000,7.3,7
4500000,7.3,2
5000000,7.3,1
5100000,7.3,1
5300000,7.3,1
5952000,7.3,1
6000000,7.3,2
6500000,7.3,4
6900000,7.3,1
7000000,7.3,2
7700000,7.3,1
8000000,7.3,2
9800000,7.3,1
10000000,7.3,9
11000000,7.3,3
12000000,7.3,1
12500000,7.3,2
13000000,7.3,4
14000000,7.3,1
15000000,7.3,4
16000000,7.3,2
18000000,7.3,4
19000000,7.3,1
19800000,7.3,1
20000000,7.3,3
22000000,7.3,1
24000000,7.3,1
25000000,7.3,10
26000000,7.3,1
27000000,7.3,1
30000000,7.3,3
31000000,7.3,2
35000000,7.3,6
40000000,7.3,5
43000000,7.3,1
45000000,7.3,2
50000000,7.3,4
52000000,7.3,1
53000000,7.3,1
55000000,7.3,2
58800000,7.3,1
60000000,7.3,2
65000000,7.3,2
75000000,7.3,2
78000000,7.3,1
80000000,7.3,3
85000000,7.3,1
87000000,7.3,1
90000000,7.3,3
100000000,7.3,2
103000000,7.3,1
105000000,7.3,2
125000000,7.3,1
130000000,7.3,1
135000000,7.3,1
139000000,7.3,1
145000000,7.3,1
150000000,7.3,1
160000000,7.3,1
178000000,7.3,1
200000000,7.3,2
225000000,7.3,1
NULL,7.4,22
15000,7.4,1
20000,7.4,1
46000,7.4,1
50000,7.4,1
120000,7.4,1
150000,7.4,1
160000,7.4,1
200000,7.4,1
400000,7.4,1
500000,7.4,2
650000,7.4,1
850000,7.4,1
1000000,7.4,4
1200000,7.4,1
1500000,7.4,1
1592000,7.4,1
1600000,7.4,1
2000000,7.4,4
2700000,7.4,2
3000000,7.4,3
3300000,7.4,1
3500000,7.4,1
4000000,7.4,2
4500000,7.4,2
4638783,7.4,1
5000000,7.4,4
6000000,7.4,2
7000000,7.4,3
7500000,7.4,1
7840000,7.4,1
8000000,7.4,3
9000000,7.4,2
10000000,7.4,5
10700000,7.4,2
11000000,7.4,3
12000000,7.4,4
12500000,7.4,1
13500000,7.4,2
14200000,7.4,1
15000000,7.4,6
16000000,7.4,1
17000000,7.4,2
18000000,7.4,1
20000000,7.4,3
22000000,7.4,2
25000000,7.4,1
26000000,7.4,3
27000000,7.4,2
30000000,7.4,2
35000000,7.4,2
40000000,7.4,4
45000000,7.4,3
48000000,7.4,1
50000000,7.4,4
52000000,7.4,1
55000000,7.4,1
60000000,7.4,1
65000000,7.4,1
70000000,7.4,1
75000000,7.4,3
84450000,7.4,1
90000000,7.4,1
100000000,7.4,1
130000000,7.4,1
135000000,7.4,1
145000000,7.4,1
150000000,7.4,2
553632000,7.4,1
NULL,7.5,31
10000,7.5,1
42000,7.5,1
60000,7.5,1
83532,7.5,2
160000,7.5,1
200000,7.5,1
225000,7.5,2
777000,7.5,1
800000,7.5,1
900000,7.5,1
1500000,7.5,3
1700000,7.5,1
1800000,7.5,3
2000000,7.5,2
2160000,7.5,1
2600000,7.5,1
3000000,7.5,1
3400000,7.5,1
3500000,7.5,2
4000000,7.5,1
4500000,7.5,1
5000000,7.5,2
6000000,7.5,4
7000000,7.5,1
7500000,7.5,3
8000000,7.5,1
8500000,7.5,1
10000000,7.5,2
11000000,7.5,2
11900000,7.5,1
12000000,7.5,5
15000000,7.5,3
17000000,7.5,1
18000000,7.5,3
19000000,7.5,1
19400000,7.5,1
20000000,7.5,6
21000000,7.5,2
22000000,7.5,1
23000000,7.5,2
25000000,7.5,3
28000000,7.5,1
29000000,7.5,1
30000000,7.5,5
32000000,7.5,2
35000000,7.5,3
40000000,7.5,2
44000000,7.5,1
50000000,7.5,2
57000000,7.5,1
60000000,7.5,1
65000000,7.5,2
76000000,7.5,1
90000000,7.5,1
100000000,7.5,1
102000000,7.5,1
110000000,7.5,2
125000000,7.5,2
150000000,7.5,1
170000000,7.5,1
185000000,7.5,1
250000000,7.5,3
NULL,7.6,9
40000,7.6,1
100000,7.6,1
300000,7.6,1
375000,7.6,1
500000,7.6,1
1000000,7.6,1
1100000,7.6,1
1300000,7.6,1
1500000,7.6,1
1696377,7.6,1
2000000,7.6,4
2500000,7.6,3
2800000,7.6,2
3000000,7.6,1
3500000,7.6,1
3600000,7.6,1
4000000,7.6,2
5000000,7.6,3
5500000,7.6,1
6000000,7.6,3
6500000,7.6,1
7000000,7.6,4
8000000,7.6,3
9000000,7.6,1
9400000,7.6,1
10000000,7.6,1
11000000,7.6,1
12000000,7.6,1
13000000,7.6,1
15000000,7.6,5
15500000,7.6,1
16000000,7.6,4
17000000,7.6,1
18000000,7.6,1
19000000,7.6,1
20000000,7.6,5
21000000,7.6,1
22000000,7.6,1
23000000,7.6,1
24000000,7.6,1
25000000,7.6,2
26000000,7.6,1
28000000,7.6,1
30000000,7.6,5
30300000,7.6,1
32000000,7.6,1
35000000,7.6,1
37000000,7.6,1
38000000,7.6,2
40000000,7.6,3
45000000,7.6,3
48000000,7.6,1
50000000,7.6,2
52000000,7.6,1
52500000,7.6,1
53000000,7.6,1
54000000,7.6,1
59000000,7.6,1
60000000,7.6,1
61000000,7.6,1
62000000,7.6,1
65000000,7.6,1
68000000,7.6,2
69500000,7.6,1
70000000,7.6,1
90000000,7.6,2
93000000,7.6,1
94000000,7.6,1
100000000,7.6,1
113000000,7.6,1
130000000,7.6,2
150000000,7.6,2
170000000,7.6,1
NULL,7.7,10
100000,7.7,1
120000,7.7,1
200000,7.7,1
300000,7.7,1
400000,7.7,1
439000,7.7,1
500000,7.7,1
560000,7.7,1
695393,7.7,1
750000,7.7,1
1000000,7.7,2
1200000,7.7,2
1500000,7.7,1
2000000,7.7,5
2300000,7.7,1
2500000,7.7,1
3000000,7.7,1
4000000,7.7,2
4500000,7.7,1
4800000,7.7,1
5000000,7.7,4
5500000,7.7,1
6000000,7.7,2
6500000,7.7,1
6900000,7.7,1
7000000,7.7,2
7500000,7.7,1
8000000,7.7,2
9000000,7.7,2
9200000,7.7,1
10000000,7.7,1
11000000,7.7,2
12000000,7.7,3
13000000,7.7,1
14000000,7.7,6
15000000,7.7,4
16500000,7.7,1
17000000,7.7,2
18500000,7.7,1
19000000,7.7,1
19400870,7.7,1
20000000,7.7,1
23600000,7.7,1
25000000,7.7,2
26000000,7.7,1
27000000,7.7,1
29000000,7.7,1
30000000,7.7,1
33000000,7.7,1
34000000,7.7,1
35000000,7.7,3
38000000,7.7,1
40000000,7.7,2
44500000,7.7,1
45000000,7.7,2
47000000,7.7,1
50000000,7.7,1
55000000,7.7,1
60000000,7.7,1
65000000,7.7,2
69000000,7.7,1
70000000,7.7,2
80000000,7.7,1
90000000,7.7,1
92000000,7.7,1
93000000,7.7,1
102000000,7.7,1
130000000,7.7,1
140000000,7.7,1
200000000,7.7,1
4200000000,7.7,1
NULL,7.8,11
3250,7.8,1
230000,7.8,1
250000,7.8,1
609000,7.8,1
1000000,7.8,2
1250000,7.8,1
1650000,7.8,1
1750211,7.8,1
1800000,7.8,2
2000000,7.8,1
2280000,7.8,1
2600000,7.8,2
3000000,7.8,4
3500000,7.8,2
3600000,7.8,1
3950000,7.8,1
4000000,7.8,1
4500000,7.8,1
6000000,7.8,4
9500000,7.8,1
10000000,7.8,2
11000000,7.8,1
12000000,7.8,4
12500000,7.8,2
13000000,7.8,1
13500000,7.8,1
15000000,7.8,3
16000000,7.8,2
18000000,7.8,3
20000000,7.8,1
21000000,7.8,3
22000000,7.8,1
23000000,7.8,1
25000000,7.8,2
26000000,7.8,1
27000000,7.8,2
28000000,7.8,2
30000000,7.8,2
35000000,7.8,2
36000000,7.8,1
40000000,7.8,6
44000000,7.8,1
50000000,7.8,1
55000000,7.8,2
60000000,7.8,1
75000000,7.8,1
81200000,7.8,1
85000000,7.8,1
90000000,7.8,1
100000000,7.8,2
130000000,7.8,1
150000000,7.8,1
160000000,7.8,1
165000000,7.8,1
170000000,7.8,1
175000000,7.8,2
190000000,7.8,1
200000000,7.8,2
260000000,7.8,1
NULL,7.9,11
50000,7.9,1
180000,7.9,1
300000,7.9,3
590000,7.9,1
1500000,7.9,1
1600000,7.9,1
2000000,7.9,1
2500000,7.9,1
3000000,7.9,2
3600000,7.9,1
4000000,7.9,1
5000000,7.9,1
5500000,7.9,1
6000000,7.9,1
6500000,7.9,3
6700000,7.9,1
7000000,7.9,2
8000000,7.9,2
8500000,7.9,1
8900000,7.9,1
9600000,7.9,1
10500000,7.9,1
11500000,7.9,1
15000000,7.9,2
17000000,7.9,1
18000000,7.9,3
19000000,7.9,1
20000000,7.9,1
25000000,7.9,4
27000000,7.9,2
28000000,7.9,2
29000000,7.9,1
31000000,7.9,2
44000000,7.9,1
55000000,7.9,1
60000000,7.9,3
68000000,7.9,1
76000000,7.9,1
90000000,7.9,1
140000000,7.9,1
145000000,7.9,1
165000000,7.9,1
178000000,7.9,1
180000000,7.9,1
225000000,7.9,1
237000000,7.9,1
NULL,8,4
114000,8,2
200000,8,2
250000,8,1
385907,8,1
600000,8,1
890000,8,1
1250000,8,1
1500000,8,1
1644736,8,1
1800000,8,1
2000000,8,1
2300000,8,1
2700000,8,1
2800000,8,1
2900000,8,1
3000000,8,1
3500000,8,1
4000000,8,3
5000000,8,1
6244087,8,1
7300000,8,1
8000000,8,3
8200000,8,1
9000000,8,2
10000000,8,1
11000000,8,1
12000000,8,2
12800000,8,1
13000000,8,3
15000000,8,6
16400000,8,1
22000000,8,1
23000000,8,1
25000000,8,2
28000000,8,1
30000000,8,2
35000000,8,1
37000000,8,1
40000000,8,2
52000000,8,1
55000000,8,1
70000000,8,2
88000000,8,1
92000000,8,1
100000000,8,1
120000000,8,1
150000000,8,4
160000000,8,1
200000000,8,1
NULL,8.1,7
160000,8.1,1
200000,8.1,1
600000,8.1,1
750000,8.1,2
960000,8.1,1
1000000,8.1,1
1300000,8.1,1
1500000,8.1,1
2000000,8.1,2
2100000,8.1,1
2500000,8.1,1
2800000,8.1,1
3000000,8.1,1
3200000,8.1,1
3800000,8.1,1
4000000,8.1,3
4500000,8.1,1
6000000,8.1,2
6500000,8.1,1
8000000,8.1,1
10000000,8.1,1
11000000,8.1,1
12800000,8.1,1
14000000,8.1,1
14600000,8.1,1
16000000,8.1,2
17500000,8.1,1
20000000,8.1,2
22000000,8.1,1
25000000,8.1,4
30000000,8.1,2
34000000,8.1,1
38000000,8.1,1
40000000,8.1,2
46000000,8.1,1
58000000,8.1,1
60000000,8.1,1
61000000,8.1,1
63000000,8.1,1
80000000,8.1,1
108000000,8.1,1
110000000,8.1,1
115000000,8.1,1
135000000,8.1,1
140000000,8.1,1
150000000,8.1,1
170000000,8.1,1
220000000,8.1,2
1100000000,8.1,1
NULL,8.2,7
125000,8.2,1
325000,8.2,1
400000,8.2,1
450000,8.2,1
910000,8.2,1
960000,8.2,1
1000000,8.2,1
1288000,8.2,1
1500000,8.2,1
2000000,8.2,2
2300000,8.2,1
3000000,8.2,1
3500000,8.2,1
3977000,8.2,1
5000000,8.2,1
6800000,8.2,1
13500000,8.2,1
15000000,8.2,4
24000000,8.2,1
25000000,8.2,1
28000000,8.2,2
33000000,8.2,1
52000000,8.2,1
54000000,8.2,1
58000000,8.2,1
94000000,8.2,1
100000000,8.2,1
120000000,8.2,1
165000000,8.2,1
250000000,8.2,1
NULL,8.3,7
70000,8.3,1
229575,8.3,1
245000,8.3,1
700000,8.3,1
1300000,8.3,1
2000000,8.3,1
2540800,8.3,1
2883848,8.3,1
3000000,8.3,2
3800000,8.3,1
4000000,8.3,1
5500000,8.3,1
6000000,8.3,3
10000000,8.3,1
12000000,8.3,1
13000000,8.3,1
13500000,8.3,1
14400000,8.3,1
18000000,8.3,2
20000000,8.3,1
25000000,8.3,1
30000000,8.3,1
35000000,8.3,1
48000000,8.3,1
75000000,8.3,1
150000000,8.3,1
175000000,8.3,2
200000000,8.3,1
NULL,8.4,7
150000,8.4,1
500000,8.4,2
1200000,8.4,1
1400000,8.4,1
2000000,8.4,1
3000000,8.4,1
3500000,8.4,1
4500000,8.4,1
14000000,8.4,1
15000000,8.4,2
18026148,8.4,1
18500000,8.4,1
19000000,8.4,1
30000000,8.4,1
32500000,8.4,1
35000000,8.4,1
72000000,8.4,1
77000000,8.4,1
180000000,8.4,1
2400000000,8.4,1
NULL,8.5,3
180000,8.5,1
806947,8.5,1
1800000,8.5,1
2000000,8.5,1
3300000,8.5,1
4000000,8.5,1
4400000,8.5,1
9000000,8.5,1
11000000,8.5,1
18000000,8.5,1
19000000,8.5,1
31500000,8.5,1
35000000,8.5,1
40000000,8.5,1
45000000,8.5,1
60000000,8.5,1
90000000,8.5,1
100000000,8.5,1
102000000,8.5,1
103000000,8.5,1
250000000,8.5,1
NULL,8.6,3
950000,8.6,1
1500000,8.6,1
3180000,8.6,1
5000000,8.6,2
6000000,8.6,1
7500000,8.6,1
19000000,8.6,2
33000000,8.6,1
70000000,8.6,1
165000000,8.6,1
NULL,8.7,4
180000,8.7,1
1400000,8.7,1
2000000,8.7,1
3300000,8.7,1
4400000,8.7,1
11000000,8.7,1
25000000,8.7,1
63000000,8.7,1
94000000,8.7,1
NULL,8.8,2
18000000,8.8,1
55000000,8.8,1
63000000,8.8,1
93000000,8.8,1
160000000,8.8,1
350000,8.9,1
1200000,8.9,1
8000000,8.9,1
22000000,8.9,1
94000000,8.9,1
NULL,9,1
13000000,9,1
185000000,9,1
NULL,9.1,2
17000000,9.1,1
6000000,9.2,1
25000000,9.3,1
NULL,9.5,1
